,Question,orig_Question,Numbers,Equation,Answer,group_nums,Grade,Type,Body,Ques_Statement
865, a had number0 of regular and number1 of diet . how many did they have total ?,a grocery store had number0 bottles of regular soda and number1 bottles of diet soda . how many bottles did they have total ?,49 35,+ number0 number1,84.0,"[1, 3, 4, 5, 9, 10, 11, 20, 21, 22]",2,Addition,a grocery store had number0 bottles of regular soda and number1 bottles of diet soda .,how many bottles did they have total ?
866, in the first of a trivia scored number0 . in the second he scored number1 . how many did he score total ?,in the first half of a trivia game kaleb scored number0 points . in the second half he scored number1 points . how many points did he score total ?,43 23,+ number0 number1,66.0,"[1, 5, 9, 10, 11, 18, 19, 20, 26, 27, 28]",2,Addition,in the first half of a trivia game kaleb scored number0 points . in the second half he scored number1 points .,how many points did he score total ?
867, owned number0 . for his he got number1 more . how many does have total ?,mike owned number0 baseball cards . for his birthday he got number1 more . how many cards does mike have total ?,64 18,+ number0 number1,82.0,"[1, 2, 3, 4, 5, 10, 11, 12, 18, 19, 20]",2,Addition,mike owned number0 baseball cards . for his birthday he got number1 more .,how many cards does mike have total ?
868, for a spent number0 on and number1 on . how much did henry spend total ?,for a party henry spent number0 dollars on food and number1 dollars on drinks . how much did henry spend total ?,45 33,+ number0 number1,78.0,"[4, 5, 6, 9, 10, 11, 18, 19, 20]",2,Addition,for a party henry spent number0 dollars on food and number1 dollars on drinks .,how much did henry spend total ?
869, spent number0 drawing at and number1 drawing at . how many total did she spend drawing ?,bianca spent number0 minutes drawing at school and number1 minutes drawing at home . how many minutes total did she spend drawing ?,22 19,+ number0 number1,41.0,"[1, 2, 3, 7, 8, 9, 19, 20, 21]",2,Addition,bianca spent number0 minutes drawing at school and number1 minutes drawing at home .,how many minutes total did she spend drawing ?
870, there were number0 in at when number1 more in . how many were there total in ?,there were number0 people in line at lunch when number1 more got in line . how many people were there total in line ?,61 22,+ number0 number1,83.0,"[1, 2, 3, 5, 8, 9, 10, 20, 21, 22]",2,Addition,there were number0 people in line at lunch when number1 more got in line .,how many people were there total in line ?
871, a fast sold number0 small and number1 large . how many did they sell total ?,a fast food restaurant sold number0 small hotdogs and number1 large hotdogs . how many hotdogs did they sell total ?,58 21,+ number0 number1,79.0,"[1, 4, 5, 6, 7, 8, 9, 10, 11, 17, 18, 19]",2,Addition,a fast food restaurant sold number0 small hotdogs and number1 large hotdogs .,how many hotdogs did they sell total ?
872, an had number0 in it . later they added number1 . how many are in the now ?,an aquarium had number0 fish in it . later they added number1 fish . how many fish are in the aquarium now ?,10 3,+ number0 number1,13.0,"[1, 2, 3, 4, 6, 10, 11, 12, 19, 20, 21]",2,Addition,an aquarium had number0 fish in it . later they added number1 fish .,how many fish are in the aquarium now ?
873, had number0 of . her gave her number1 more . how many of did have total ?,isabel had number0 pieces of candy . her friend gave her number1 more pieces . how many pieces of candy did isabel have total ?,68 25,+ number0 number1,93.0,"[1, 2, 3, 5, 7, 10, 11, 12, 13, 21, 22, 23]",2,Addition,isabel had number0 pieces of candy . her friend gave her number1 more pieces .,how many pieces of candy did isabel have total ?
874, had number0 of in her and number1 more in her . how many did she have total ?,maria had number0 sheets of paper in her desk and number1 more in her backpack . how many did she have total ?,50 41,+ number0 number1,91.0,"[1, 2, 3, 9, 10, 11, 19, 20, 21]",2,Addition,maria had number0 sheets of paper in her desk and number1 more in her backpack .,how many did she have total ?
875, had number0 saved up . after doing some his gave him another number1 . how much does he have total ?,adam had number0 dollars saved up . after doing some chores his mother gave him another number1 dollars . how much money does he have total ?,79 13,+ number0 number1,92.0,"[1, 2, 3, 13, 15, 16, 17, 23, 24, 25]",2,Addition,adam had number0 dollars saved up . after doing some chores his mother gave him another number1 dollars .,how much money does he have total ?
876, received number0 text before and another number1 after . how many text did debby receive ?,debby received number0 text messages before noon and another number1 after noon . how many text messages did debby receive total ?,21 18,+ number0 number1,39.0,"[1, 2, 3, 4, 6, 8, 9, 10, 18, 19, 20]",2,Addition,debby received number0 text messages before noon and another number1 after noon .,how many text messages did debby receive total ?
877, at the fair started with number0 and then bought number1 more . how many did amy have ?,at the fair amy started with number0 tickets and then bought number1 more . how many tickets did amy have total ?,33 21,+ number0 number1,54.0,"[1, 5, 6, 7, 10, 11, 12, 18, 19, 20]",2,Addition,at the fair amy started with number0 tickets and then bought number1 more .,how many tickets did amy have total ?
878, a already had number0 but made number1 extra . how many did the have total ?,a baker already had number0 cakes but made number1 extra . how many cakes did the baker have total ?,78 9,+ number0 number1,87.0,"[1, 3, 4, 5, 6, 7, 8, 9, 16, 17, 18]",2,Addition,a baker already had number0 cakes but made number1 extra .,how many cakes did the baker have total ?
879, a had number0 that talked and number1 that did n't . how many did the have total ?,a pet store had number0 birds that talked and number1 that did n't . how many birds did the pet store have total ?,64 13,+ number0 number1,77.0,"[1, 3, 4, 5, 7, 8, 9, 10, 20, 21, 22]",2,Addition,a pet store had number0 birds that talked and number1 that did n't .,how many birds did the pet store have total ?
880, at the took number0 . if her took another number1 pictures how many did they take ?,at the zoo zoe took number0 pictures . if her sister took another number1 pictures how many did they take total ?,67 17,+ number0 number1,84.0,"[3, 4, 5, 6, 12, 13, 14, 18, 19, 20]",2,Addition,at the zoo zoe took number0 pictures . if her sister took another number1 pictures,how many did they take total ?
881, had number0 ds and her had number1 . how many do they have total ?,katie had number0 ds games and her friend had number1 games . how many do they have total ?,72 23,+ number0 number1,95.0,"[1, 2, 3, 4, 8, 9, 10, 15, 16, 17]",2,Addition,katie had number0 ds games and her friend had number1 games .,how many do they have total ?
882, was playing with his . scored number0 and his scored number1 . how many did they score total ?,sam was playing basketball with his friend . sam scored number0 points and his friend scored number1 points . how many points did they score total ?,75 12,+ number0 number1,87.0,"[1, 5, 7, 9, 10, 11, 15, 16, 17, 23, 24, 25]",2,Addition,sam was playing basketball with his friend . sam scored number0 points and his friend scored number1 points .,how many points did they score total ?
883, while exercising did number0 in the and number1 more in the . how many did paul do total ?,while exercising paul did number0 push-ups in the morning and number1 more in the afternoon . how many push-ups did paul do total ?,59 38,+ number0 number1,97.0,"[1, 3, 4, 5, 9, 10, 11, 20, 21, 22]",2,Addition,while exercising paul did number0 push-ups in the morning and number1 more in the afternoon .,how many push-ups did paul do total ?
884, watched for number0 on and number1 on . how many did haley ?,haley watched tv for number0 hours on saturday and number1 hours on sunday . how many hours did haley watch tv total ?,6 3,+ number0 number1,9.0,"[1, 3, 4, 5, 8, 9, 10, 19, 20, 21]",1,Addition,haley watched tv for number0 hours on saturday and number1 hours on sunday .,how many hours did haley watch tv total ?
885, had number0 and her had number1 . how many did they have total ?,gwen had number0 fish and her sister had number1 fish . how many fish did they have total ?,10 5,+ number0 number1,15.0,"[1, 2, 3, 5, 7, 8, 9, 15, 16, 17]",1,Addition,gwen had number0 fish and her sister had number1 fish .,how many fish did they have total ?
886, had $ number0 . for his he got another $ number1 . how much does he have total ?,victor had $ number0 . for his allowance he got another $ number1 . how much money does he have total ?,10 8,+ number0 number1,18.0,"[1, 2, 3, 9, 11, 12, 18, 19, 20]",1,Addition,victor had $ number0 . for his allowance he got another $ number1 .,how much money does he have total ?
887, a sold number0 cold and number1 hot . how many did they sell total ?,a store sold number0 cold drinks and number1 hot drinks . how many drinks did they sell total ?,8 3,+ number0 number1,11.0,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 15, 16, 17]",1,Addition,a store sold number0 cold drinks and number1 hot drinks .,how many drinks did they sell total ?
888, a had number0 . if they got another number1 kittens how many would they have total ?,a pet store had number0 kittens . if they got another number1 kittens how many would they have total ?,6 3,+ number0 number1,9.0,"[2, 3, 4, 5, 10, 11, 12, 16, 17, 18]",1,Addition,a pet store had number0 kittens . if they got another number1 kittens,how many would they have total ?
889, had number0 . if she bought number1 more at a yard how many would she have total ?,faye had number0 books . if she bought number1 more at a yard sale how many would she have total ?,7 12,+ number0 number1,19.0,"[1, 2, 3, 7, 8, 9, 17, 18, 19]",1,Addition,faye had number0 books . if she bought number1 more at a yard sale,how many would she have total ?
890, went to the number0 last and number1 this . how many did roger go to the all together ?,roger went to the movies number0 times last year and number1 times this year . how many times did roger go to the movies all together ?,15 3,+ number0 number1,18.0,"[1, 4, 5, 6, 9, 10, 11, 23, 24, 25]",1,Addition,roger went to the movies number0 times last year and number1 times this year .,how many times did roger go to the movies all together ?
891, picked up number0 of from the . if edward picked up number1 how many did they pick up total ?,olivia picked up number0 pieces of paper from the floor . if edward picked up number1 pieces how many did they pick up total ?,16 3,+ number0 number1,19.0,"[1, 2, 3, 4, 14, 15, 16, 21, 22, 23]",1,Addition,olivia picked up number0 pieces of paper from the floor . if edward picked up number1 pieces,how many did they pick up total ?
892, had number0 . during the he bought number1 more . how many did have total ?,victor had number0 books . during the book fair he bought number1 more . how many books did victor have total ?,9 3,+ number0 number1,12.0,"[1, 2, 3, 5, 10, 11, 12, 18, 19, 20]",1,Addition,victor had number0 books . during the book fair he bought number1 more .,how many books did victor have total ?
893, had number0 of . if she bought another number1 pounds how many would she have total ?,debby had number0 pounds of flour . if she bought another number1 pounds how many pounds would she have total ?,12 4,+ number0 number1,16.0,"[1, 2, 3, 7, 10, 11, 12, 17, 18, 19]",1,Addition,debby had number0 pounds of flour . if she bought another number1 pounds,how many pounds would she have total ?
894, at the fair went on number0 in the and number1 at . how many did haley go on ?,at the fair haley went on number0 rides in the day and number1 at night . how many rides did haley go on total ?,6 3,+ number0 number1,9.0,"[1, 5, 6, 7, 11, 12, 13, 21, 22, 23]",1,Addition,at the fair haley went on number0 rides in the day and number1 at night .,how many rides did haley go on total ?
895, owned number0 . for his he got number1 more . how many did have total ?,jerry owned number0 video games . for his birthday he got number1 more . how many games did jerry have total ?,7 2,+ number0 number1,9.0,"[1, 2, 3, 4, 5, 10, 11, 12, 18, 19, 20]",1,Addition,jerry owned number0 video games . for his birthday he got number1 more .,how many games did jerry have total ?
896, for halloween scored number0 of . she ate number1 the first and then her gave her number2 more . how many of does have now ?,for halloween faye scored number0 pieces of candy . she ate number1 pieces the first night and then her sister gave her number2 more pieces . how many pieces of candy does faye have now ?,47 25 40,+ - number0 number1 number2,62.0,"[32, 1, 33, 3, 4, 5, 34, 7, 10, 11, 12, 14, 21, 22, 23, 24]",2,TVQ-Final,for halloween faye scored number0 pieces of candy . she ate number1 pieces the first night and then her sister gave her number2 more pieces .,how many pieces of candy does faye have now ?
897, a had number0 to wait on . if number1 left and he got another number2 how many would he have ?,a waiter had number0 customers to wait on . if number1 customers left and he got another number2 customers how many customers would he have ?,47 41 20,+ - number0 number1 number2,26.0,"[2, 3, 4, 6, 9, 10, 11, 15, 16, 17, 18, 22, 23, 24]",2,TVQ-Final,a waiter had number0 customers to wait on . if number1 customers left and he got another number2 customers,how many customers would he have ?
898, was playing a and had number0 . in a hard of the she lost number1 . if she got number2 more in the next how many would she have ?,tiffany was playing a video game and had number0 lives . in a hard part of the game she lost number1 lives . if she got number2 more lives in the next level how many lives would she have ?,43 14 27,+ - number0 number1 number2,56.0,"[2, 4, 36, 37, 7, 8, 9, 38, 11, 15, 19, 20, 21, 25, 26, 27, 28]",2,TVQ-Final,tiffany was playing a video game and had number0 lives . in a hard part of the game she lost number1 lives . if she got number2 more lives in the next level,how many lives would she have ?
899, a had number0 to grade . if she graded number1 but then another number2 were turned in how many would she have to grade ?,a teacher had number0 worksheets to grade . if she graded number1 but then another number2 were turned in how many worksheets would she have to grade ?,38 4 15,+ - number0 number1 number2,49.0,"[2, 3, 4, 10, 11, 12, 14, 15, 16, 24, 25, 26]",2,TVQ-Final,a teacher had number0 worksheets to grade . if she graded number1 but then another number2 were turned in,how many worksheets would she have to grade ?
900, had number0 coloring . if she gave away number1 of them but then bought number2 more how many would she have total ?,bianca had number0 coloring books . if she gave away number1 of them but then bought number2 more how many would she have total ?,45 6 20,+ - number0 number1 number2,59.0,"[1, 2, 3, 4, 9, 10, 11, 15, 16, 17, 21, 22, 23]",2,TVQ-Final,bianca had number0 coloring books . if she gave away number1 of them but then bought number2 more,how many would she have total ?
901, had number0 . if he sold number1 of them and used the he earned to buy number2 new how many would adam have ?,adam had number0 books . if he sold number1 of them and used the money he earned to buy number2 new books how many books would adam have ?,33 11 23,+ - number0 number1 number2,45.0,"[1, 2, 3, 7, 8, 9, 13, 15, 18, 19, 20, 21, 22, 25, 26, 27]",2,TVQ-Final,adam had number0 books . if he sold number1 of them and used the money he earned to buy number2 new books,how many books would adam have ?
902, had number0 on her number1 . if she deleted number2 old from it and then added number3 new how many does she have on her number4 ?,robin had number0 songs on her number1 player . if she deleted number2 old songs from it and then added number3 new songs how many songs does she have on her number4 player ?,30 3 8 10 3,+ - number0 number2 number3,32.0,"[32, 1, 2, 3, 4, 10, 11, 12, 13, 14, 15, 19, 20, 21, 22, 30, 31]",2,TVQ-Final,robin had number0 songs on her number1 player . if she deleted number2 old songs from it and then added number3 new songs,how many songs does she have on her number4 player ?
903, picked number0 from her . if she threw out number1 of them and then picked number2 more the next how many would she have total ?,nancy picked number0 carrots from her garden . if she threw out number1 of them and then picked number2 more the next day how many carrots would she have total ?,12 2 21,+ - number0 number1 number2,31.0,"[1, 2, 3, 11, 12, 13, 16, 17, 18, 19, 20, 27, 28, 29]",2,TVQ-Final,nancy picked number0 carrots from her garden . if she threw out number1 of them and then picked number2 more the next day,how many carrots would she have total ?
904, had number0 . if he threw away number1 old number2 that did n't fit and bought number3 new number4 how many would he have ?,john had number0 socks . if he threw away number1 old number2 that did n't fit and bought number3 new number4 how many socks would he have ?,33 19 1 13 1,+ - number0 number1 number3,27.0,"[1, 2, 3, 8, 9, 10, 11, 12, 14, 17, 18, 19, 20, 21, 23, 24, 25, 26]",2,TVQ-Final,john had number0 socks . if he threw away number1 old number2 that did n't fit and bought number3 new number4,how many socks would he have ?
905, had number0 of in her . if she drank number1 of them and then bought number2 more how many would she have ?,zoe had number0 bottles of water in her fridge . if she drank number1 of them and then bought number2 more how many bottles would she have ?,42 25 30,+ - number0 number1 number2,47.0,"[1, 2, 3, 12, 13, 14, 16, 18, 19, 20, 24, 25, 26]",2,TVQ-Final,zoe had number0 bottles of water in her fridge . if she drank number1 of them and then bought number2 more,how many bottles would she have ?
906, a had number0 . if she sold number1 of them and then later picked number2 more how many would she have ?,a florist had number0 roses . if she sold number1 of them and then later picked number2 more how many roses would she have ?,50 15 21,+ - number0 number1 number2,56.0,"[2, 3, 4, 8, 9, 10, 13, 15, 16, 17, 21, 22, 23]",2,TVQ-Final,a florist had number0 roses . if she sold number1 of them and then later picked number2 more,how many roses would she have ?
907, at the dave won number0 . if he spent number1 on a and later won number2 more how many would he have ?,at the arcade dave won number0 tickets . if he spent number1 tickets on a beanie and later won number2 more tickets how many would he have ?,11 5 10,+ - number0 number1 number2,16.0,"[2, 4, 5, 6, 10, 11, 12, 18, 19, 20, 21, 24, 25, 26]",2,TVQ-Final,at the arcade dave won number0 tickets . if he spent number1 tickets on a beanie and later won number2 more tickets,how many would he have ?
908, a had number0 in a . if they threw away number1 of the old number2 and put number3 new number4 in the how many would be in the ?,a store had number0 oranges in a bin . if they threw away number1 of the old number2 and put number3 new number4 in the bin how many would be in the bin ?,40 25 1 21 1,+ - number0 number1 number3,36.0,"[32, 2, 3, 4, 12, 13, 14, 16, 17, 18, 19, 20, 21, 22, 23, 30, 31]",2,TVQ-Final,a store had number0 oranges in a bin . if they threw away number1 of the old number2 and put number3 new number4 in the bin,how many would be in the bin ?
909, uploaded number0 from her and number1 from her to facebook . if she sorted the into number2 different with the same of in each how many were in each of the ?,vanessa uploaded number0 pictures from her phone and number1 from her camera to facebook . if she sorted the pics into number2 different albums with the same amount of pics in each album how many pictures were in each of the albums ?,23 7 5,/ + number0 number1 number2,6.0,"[1, 2, 3, 38, 7, 8, 9, 39, 40, 41, 19, 20, 21, 22, 23, 31]",3,Common-Division,vanessa uploaded number0 pictures from her phone and number1 from her camera to facebook . if she sorted the pics into number2 different albums with the same amount of pics in each album,how many pictures were in each of the albums ?
910, for a bought number0 regular and number1 diet . if his would only hold number2 on each how many would he fill up ?,for a birthday party cody bought number0 regular sodas and number1 diet sodas . if his fridge would only hold number2 on each shelf how many shelves would he fill up ?,30 5 7,/ + number0 number1 number2,5.0,"[5, 6, 7, 8, 9, 10, 11, 12, 19, 20, 21, 22, 28, 29, 30]",3,Common-Division,for a birthday party cody bought number0 regular sodas and number1 diet sodas . if his fridge would only hold number2 on each shelf,how many shelves would he fill up ?
911, made number0 mowing and number1 weed eating . if he only spent number2 a how long would the last him ?,paul made number0 dollars mowing lawns and number1 dollars weed eating . if he only spent number2 dollar a week how long would the money last him ?,44 28 9,/ + number0 number1 number2,8.0,"[1, 2, 3, 6, 7, 8, 15, 16, 17, 24, 25, 26]",3,Common-Division,paul made number0 dollars mowing lawns and number1 dollars weed eating . if he only spent number2 dollar a week,how long would the money last him ?
912, the 's had number0 new and number1 returning . if the put them into with number2 in each how many would there be ?,the school 's baseball team had number0 new players and number1 returning players . if the coach put them into groups with number2 players in each group how many groups would there be ?,2 22 3,/ + number0 number1 number2,8.0,"[32, 5, 6, 7, 8, 9, 10, 11, 12, 21, 22, 23, 25, 30, 31]",3,Common-Division,the school 's baseball team had number0 new players and number1 returning players . if the coach put them into groups with number2 players in each group,how many groups would there be ?
913, and her were recycling for their . for every number0 they recycled they earned number1 . if chloe recycled number2 and her recycled number3 pounds how many did they earn ?,chloe and her friends were recycling paper for their class . for every number0 pounds they recycled they earned number1 point . if chloe recycled number2 pounds and her friends recycled number3 pounds how many points did they earn ?,6 1 28 2,/ + number2 number3 number0,5.0,"[32, 2, 36, 37, 38, 8, 12, 13, 14, 18, 19, 20, 24, 25, 26, 30, 31]",3,Common-Division,chloe and her friends were recycling paper for their class . for every number0 pounds they recycled they earned number1 point . if chloe recycled number2 pounds and her friends recycled number3 pounds,how many points did they earn ?
914, a of number0 went into a . the already had number1 chicken cooked but cooked number2 more for the . if they each got the same how many would each get ?,a group of number0 friends went into a restaurant . the chef already had number1 chicken wings cooked but cooked number2 more for the group . if they each got the same amount how many would each person get ?,9 2 25,/ + number1 number2 number0,3.0,"[2, 3, 4, 36, 37, 38, 9, 13, 14, 15, 16, 19, 20, 21, 28]",3,Common-Division,a group of number0 friends went into a restaurant . the chef already had number1 chicken wings cooked but cooked number2 more for the group . if they each got the same amount,how many would each person get ?
915, a pet had number0 when another number1 were brought in . if number2 a are adopted how long would it take for all of them to be adopted ?,a pet shelter had number0 puppies when another number1 were brought in . if number2 puppies a day are adopted how long would it take for all of them to be adopted ?,23 2 5,/ + number0 number1 number2,5.0,"[3, 4, 5, 7, 8, 9, 13, 14, 15, 29, 30, 31]",3,Common-Division,a pet shelter had number0 puppies when another number1 were brought in . if number2 puppies a day are adopted,how long would it take for all of them to be adopted ?
916, 's old could only wash number0 of at a . if she had to wash number1 and number2 how many would she have to do ?,haley 's old washing machine could only wash number0 pieces of clothing at a time . if she had to wash number1 shirts and number2 sweaters how many loads would she have to do ?,7 2 33,/ + number1 number2 number0,5.0,"[32, 33, 4, 7, 8, 9, 20, 21, 22, 23, 24, 25, 31]",3,Common-Division,haley 's old washing machine could only wash number0 pieces of clothing at a time . if she had to wash number1 shirts and number2 sweaters,how many loads would she have to do ?
917, was organizing his in a with number0 on each . if he had number1 new and number2 old to put in the how many would he use ?,dave was organizing his baseball cards in a binder with number0 on each page . if he had number1 new cards and number2 old cards to put in the binder how many pages would he use ?,8 3 13,/ + number1 number2 number0,2.0,"[33, 2, 34, 4, 35, 8, 9, 10, 11, 12, 17, 18, 19, 20, 21, 22, 23, 24]",3,Common-Division,dave was organizing his baseball cards in a binder with number0 on each page . if he had number1 new cards and number2 old cards to put in the binder,how many pages would he use ?
918, ned was helping the pick up lunch but he could only carry number0 at a . if he had to pick up number1 from number2 and number3 from another how many will he make ?,ned was helping the cafeteria workers pick up lunch trays but he could only carry number0 trays at a time . if he had to pick up number1 trays from number2 table and number3 trays from another how many trips will he make ?,8 27 1 5,/ + number3 number1 number0,4.0,"[32, 33, 34, 4, 6, 40, 41, 42, 14, 15, 16, 26, 27, 28, 29, 30, 31]",3,Common-Division,ned was helping the cafeteria workers pick up lunch trays but he could only carry number0 trays at a time . if he had to pick up number1 trays from number2 table and number3 trays from another,how many trips will he make ?
919, a can hold number0 . if you had number1 and number2 how many would you need to hold the ?,a vase can hold number0 flowers . if you had number1 carnations and number2 roses how many vases would you need to hold the flowers ?,9 4 23,/ + number1 number2 number0,3.0,"[2, 3, 4, 5, 9, 10, 11, 12, 13, 14, 15, 22, 23, 24]",3,Common-Division,a vase can hold number0 flowers . if you had number1 carnations and number2 roses,how many vases would you need to hold the flowers ?
920, for had number0 and number1 . if she can finish number2 in an how long will it take her to finish all the ?,for homework megan had number0 math problems and number1 spelling problems . if she can finish number2 problems in an hour how long will it take her to finish all the problems ?,36 28 8,/ + number0 number1 number2,8.0,"[3, 4, 5, 6, 7, 8, 9, 10, 15, 16, 17, 29, 30, 31]",3,Common-Division,for homework megan had number0 math problems and number1 spelling problems . if she can finish number2 problems in an hour,how long will it take her to finish all the problems ?
921, 's is going on a to the . if each can hold number0 and there are number1 and number2 going how many will they need ?,gwen 's class is going on a field trip to the zoo . if each van can hold number0 people and there are number1 students and number2 adults going how many vans will they need ?,7 33 9,/ + number2 number1 number0,6.0,"[32, 33, 34, 4, 9, 14, 17, 18, 19, 22, 23, 24, 25, 26, 27]",3,Common-Division,gwen 's class is going on a field trip to the zoo . if each van can hold number0 people and there are number1 students and number2 adults going,how many vans will they need ?
922, for halloween received number0 of from and number1 from her older . if she only ate number2 a how long would the last her ?,for halloween isabel received number0 pieces of candy from neighbors and number1 pieces from her older sister . if she only ate number2 pieces a day how long would the candy last her ?,16 5 3,/ + number0 number1 number2,7.0,"[32, 3, 4, 5, 10, 11, 12, 21, 22, 23, 30, 31]",3,Common-Division,for halloween isabel received number0 pieces of candy from neighbors and number1 pieces from her older sister . if she only ate number2 pieces a day,how long would the candy last her ?
923, while playing at the won number0 playing 'whack a ' and number1 playing 'skee ' . if he was trying to buy that number2 tickets a how many could he buy ?,while playing at the arcade kaleb won number0 tickets playing 'whack a mole ' and number1 tickets playing 'skee ball ' . if he was trying to buy candy that cost number2 tickets a piece how many could he buy ?,8 7 5,/ + number0 number1 number2,3.0,"[32, 33, 34, 37, 6, 7, 8, 38, 39, 15, 16, 17]",3,Common-Division,while playing at the arcade kaleb won number0 tickets playing 'whack a mole ' and number1 tickets playing 'skee ball ' . if he was trying to buy candy that cost number2 tickets a piece,how many could he buy ?
924, was making of with number0 in each . if she had number1 and number2 how many could she make ?,chloe was making baggies of cookies with number0 cookies in each bag . if she had number1 chocolate chip cookies and number2 oatmeal cookies how many baggies could she make ?,7 34 29,/ + number2 number1 number0,9.0,"[2, 6, 7, 8, 10, 15, 16, 17, 19, 20, 21, 22, 23, 27, 28, 29]",3,Common-Division,chloe was making baggies of cookies with number0 cookies in each bag . if she had number1 chocolate chip cookies and number2 oatmeal cookies,how many baggies could she make ?
925, at the billy rode the number0 and the number1 . if each number2 tickets how many did he use ?,at the town carnival billy rode the ferris wheel number0 times and the bumper cars number1 times . if each ride cost number2 tickets how many tickets did he use ?,7 3 5,* + number0 number1 number2,50.0,"[3, 7, 8, 9, 10, 11, 14, 15, 16, 19, 21, 22, 23, 27, 28, 29]",3,Multiplication,at the town carnival billy rode the ferris wheel number0 times and the bumper cars number1 times . if each ride cost number2 tickets,how many tickets did he use ?
926, was playing a where she scores number0 for each she finds . if she found number1 on the first and number2 on the second what would her be ?,wendy was playing a video game where she scores number0 points for each treasure she finds . if she found number1 treasures on the first level and number2 on the second what would her score be ?,5 4 3,* + number1 number2 number0,35.0,"[33, 2, 34, 35, 8, 9, 10, 12, 19, 20, 21, 26, 27, 28]",3,Multiplication,wendy was playing a video game where she scores number0 points for each treasure she finds . if she found number1 treasures on the first level and number2 on the second,what would her score be ?
927, bought number0 of and number1 of . if each has number2 inside it how much did he have total ?,paul bought number0 boxes of chocolate candy and number1 boxes of caramel candy . if each box has number2 pieces inside it how much candy did he have total ?,6 4 9,* + number0 number1 number2,90.0,"[1, 2, 3, 7, 8, 9, 15, 17, 18, 19, 26, 27, 28]",3,Multiplication,paul bought number0 boxes of chocolate candy and number1 boxes of caramel candy . if each box has number2 pieces inside it,how much candy did he have total ?
928, at billy 's a with number0 and number1 came in to eat . if each number2 how much was the ?,at billy 's restaurant a group with number0 adults and number1 children came in to eat . if each meal cost number2 dollars how much was the bill ?,2 5 3,* + number0 number1 number2,21.0,"[3, 6, 7, 8, 9, 10, 11, 18, 20, 21, 22, 25, 26, 27]",3,Multiplication,at billy 's restaurant a group with number0 adults and number1 children came in to eat . if each meal cost number2 dollars,how much was the bill ?
929, 's favorite was holding a where were number0 each . bought number1 for and her and number2 extra in else wanted to go . how much did she spend ?,haley 's favorite band was holding a concert where tickets were number0 dollars each . haley bought number1 tickets for herself and her friends and number2 extra tickets in case anyone else wanted to go . how much did she spend ?,4 3 5,* + number1 number2 number0,32.0,"[1, 38, 39, 40, 10, 11, 12, 13, 16, 17, 18, 24, 25, 26, 27]",3,Multiplication,haley 's favorite band was holding a concert where tickets were number0 dollars each . haley bought number1 tickets for herself and her friends and number2 extra tickets in case anyone else wanted to go .,how much did she spend ?
930, and his were buying from the for number0 each . how much did they spend if bought number1 and his bought number2 ?,victor and his friend were buying trick decks from the magic shop for number0 dollars each . how much did they spend if victor bought number1 decks and his friend bought number2 decks ?,8 6 2,* + number1 number2 number0,64.0,"[32, 5, 7, 12, 13, 14, 15, 24, 25, 26, 30, 31]",3,Multiplication,victor and his friend were buying trick decks from the magic shop for number0 dollars each .,how much did they spend if victor bought number1 decks and his friend bought number2 decks ?
931, had number0 of and number1 of reading . if each had number2 on it how many did she have to complete ?,tiffany had number0 pages of math homework and number1 pages of reading homework . if each page had number2 problems on it how many problems did she have to complete total ?,6 4 3,* + number0 number1 number2,30.0,"[1, 2, 3, 7, 8, 9, 15, 17, 18, 19, 28, 29, 30]",3,Multiplication,tiffany had number0 pages of math homework and number1 pages of reading homework . if each page had number2 problems on it,how many problems did she have to complete total ?
932, was unboxing some of her old . she found number0 of and inside each there were number1 and number2 . how many of did have total ?,zoe was unboxing some of her old winter clothes . she found number0 boxes of clothing and inside each box there were number1 scarves and number2 mittens . how many pieces of winter clothing did zoe have total ?,8 4 6,* + number1 number2 number0,80.0,"[1, 35, 36, 37, 11, 12, 13, 18, 21, 22, 23, 24, 25, 26]",3,Multiplication,zoe was unboxing some of her old winter clothes . she found number0 boxes of clothing and inside each box there were number1 scarves and number2 mittens .,how many pieces of winter clothing did zoe have total ?
933, was organizing her making sure each of the had exactly number0 on it . if she had number1 of and number2 of how many did she have total ?,gwen was organizing her book case making sure each of the shelves had exactly number0 books on it . if she had number1 shelves of mystery books and number2 shelves of picture books how many books did she have total ?,4 5 3,* + number1 number2 number0,32.0,"[2, 37, 38, 39, 8, 12, 13, 14, 15, 19, 21, 22, 23, 27, 28, 29]",3,Multiplication,gwen was organizing her book case making sure each of the shelves had exactly number0 books on it . if she had number1 shelves of mystery books and number2 shelves of picture books,how many books did she have total ?
934, bought number0 new and number1 new for her . if she spent number2 on each putting it together how many did it take her to finish ?,rachel bought number0 new chairs and number1 new tables for her house . if she spent number2 minutes on each piece furniture putting it together how many minutes did it take her to finish ?,7 3 4,* + number0 number1 number2,40.0,"[32, 1, 2, 3, 4, 5, 6, 7, 8, 33, 13, 15, 16, 17, 19, 31]",3,Multiplication,rachel bought number0 new chairs and number1 new tables for her house . if she spent number2 minutes on each piece furniture putting it together,how many minutes did it take her to finish ?
