,Question,orig_Question,Numbers,Equation,Answer,group_nums,Body,Ques_Statement
812, at the zoo a cage number0 snakes . if number1 how many snakes not ?,at the zoo a cage had number0 snakes . if number1 were hiding how many snakes were not hiding ?,68 42,- number0 number1,26.0,"[5, 6, 7, 9, 10, 11, 16, 17, 18]",at the zoo a cage had number0 snakes . if number1 were hiding,how many snakes were not hiding ?
813, olivia her cat number0 cheese cubes . now olivia number1 cheese cubes . how many cheese cubes olivia originally ?,olivia gave her cat number0 cheese cubes . now olivia has number1 cheese cubes left . how many cheese cubes did olivia have originally ?,2 98,+ number0 number1,100.0,"[1, 2, 3, 4, 5, 6, 10, 11, 12, 13, 21, 22, 23]",olivia gave her cat number0 cheese cubes . now olivia has number1 cheese cubes left .,how many cheese cubes did olivia have originally ?
814, a pet store number0 gerbils . if they number1 of them how many would they ?,a pet store had number0 gerbils . if they sold number1 of them how many would they have left ?,85 69,- number0 number1,16.0,"[3, 4, 5, 9, 10, 11, 16, 17, 18]",a pet store had number0 gerbils . if they sold number1 of them,how many would they have left ?
815, in a game you with number0 lives . if you number1 extra lives in the first level and number2 more in the second how many lives would you ?,in a game you start with number0 lives . if you got number1 extra lives in the first level and number2 more in the second how many lives would you have ?,2 6 11,+ + number0 number1 number2,19.0,"[2, 4, 5, 6, 7, 11, 12, 13, 14, 17, 19, 20, 21, 28, 29, 30]",in a game you start with number0 lives . if you got number1 extra lives in the first level and number2 more in the second,how many lives would you have ?
816, a pet store number0 white cats number1 black cats and number2 gray cats . how many cats they total ?,a pet store had number0 white cats number1 black cats and number2 gray cats . how many cats did they have total ?,2 10 3,+ + number0 number1 number2,15.0,"[1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 19, 20, 21]",a pet store had number0 white cats number1 black cats and number2 gray cats .,how many cats did they have total ?
817, amy number0 dollars . if she number1 more dollars for chores and number2 more for her birthday how much money she now ?,amy had number0 dollars . if she got number1 more dollars for doing chores and number2 more for her birthday how much money does she have now ?,2 13 3,+ + number0 number1 number2,18.0,"[1, 2, 3, 4, 7, 8, 9, 10, 14, 15, 16, 24, 25, 26]",amy had number0 dollars . if she got number1 more dollars for doing chores and number2 more for her birthday,how much money does she have now ?
818, jerry boxes for . the first number0 the second number1 pounds and the last number2 pounds . what the combined weight of all number3 boxes ?,jerry was weighing boxes for moving . the first was number0 pounds the second was number1 pounds and the last was number2 pounds . what is the combined weight of all number3 boxes ?,2 11 5 3,+ + number0 number1 number2,18.0,"[32, 2, 9, 10, 11, 14, 15, 16, 20, 21, 22, 30, 31]",jerry was weighing boxes for moving . the first was number0 pounds the second was number1 pounds and the last was number2 pounds .,what is the combined weight of all number3 boxes ?
819, on monday debby number0 kilometers . on tuesday she number1 kilometers and on wednesday she number2 how many kilometers she total ?,on monday debby jogged number0 kilometers . on tuesday she jogged number1 kilometers and on wednesday she jogged number2 how many kilometers did she jog total ?,2 5 9,+ + number0 number1 number2,16.0,"[1, 3, 4, 5, 10, 11, 12, 17, 18, 19, 23, 24, 25]",on monday debby jogged number0 kilometers . on tuesday she jogged number1 kilometers and on wednesday she jogged number2 how,many kilometers did she jog total ?
820, a pet store number0 dogs . on sunday they number1 more . on monday they number2 more . how many dogs the pet store now ?,a pet store had number0 dogs . on sunday they got number1 more . on monday they got number2 more . how many dogs does the pet store have now ?,2 5 3,+ + number0 number1 number2,10.0,"[1, 3, 4, 5, 7, 10, 11, 12, 17, 18, 19, 27, 28, 29]",a pet store had number0 dogs . on sunday they got number1 more . on monday they got number2 more .,how many dogs does the pet store have now ?
821, for lunch number0 students chocolate milk number1 strawberry milk and number2 regular milk . how many milks total ?,for lunch number0 students selected chocolate milk number1 selected strawberry milk and number2 selected regular milk . how many milks were taken total ?,2 15 3,+ + number0 number1 number2,20.0,"[1, 2, 3, 4, 6, 7, 8, 10, 11, 12, 13, 14, 15, 20, 21, 22]",for lunch number0 students selected chocolate milk number1 selected strawberry milk and number2 selected regular milk .,how many milks were taken total ?
822, a farmer number0 tomato seeds number1 seeds and number2 pumpkin seeds . how many seeds he plant all together ?,a farmer planted number0 tomato seeds number1 cucumber seeds and number2 pumpkin seeds . how many seeds did he plant all together ?,2 10 3,+ + number0 number1 number2,15.0,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 19, 20, 21]",a farmer planted number0 tomato seeds number1 cucumber seeds and number2 pumpkin seeds .,how many seeds did he plant all together ?
823, while her files bianca number0 pictures number1 songs and number2 text files . what the total number of files she ?,while organizing her files bianca deleted number0 pictures number1 songs and number2 text files . what is the total number of files she deleted ?,2 8 7,+ + number0 number1 number2,17.0,"[1, 5, 6, 7, 8, 9, 10, 11, 12, 13, 21, 22, 23]",while organizing her files bianca deleted number0 pictures number1 songs and number2 text files .,what is the total number of files she deleted ?
824, roger number0 new crayons number1 crayons and number2 broken crayons . how many crayons roger total ?,roger had number0 new crayons number1 used crayons and number2 broken crayons . how many crayons did roger have total ?,2 4 8,+ + number0 number1 number2,14.0,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 17, 18, 19]",roger had number0 new crayons number1 used crayons and number2 broken crayons .,how many crayons did roger have total ?
825, for a new year 's party number0 red balloons number1 green balloons and number2 white balloons . what the total number of balloons ?,for a new year 's party number0 red balloons number1 green balloons and number2 white balloons were used . what is the total number of balloons used ?,2 12 6,+ + number0 number1 number2,20.0,"[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 24, 25, 26]",for a new year 's party number0 red balloons number1 green balloons and number2 white balloons were used .,what is the total number of balloons used ?
826, henry already number0 dollars but another number1 dollars chores . his friend number2 dollars . if they their money together how much would they ?,henry already had number0 dollars but earned another number1 dollars doing chores . his friend had number2 dollars . if they put their money together how much would they have ?,5 2 13,+ + number0 number1 number2,20.0,"[2, 3, 4, 6, 7, 8, 9, 15, 16, 17, 27, 28, 29]",henry already had number0 dollars but earned another number1 dollars doing chores . his friend had number2 dollars . if they put their money together,how much would they have ?
827, tom number0 books in may number1 in june and number2 in july . how many books ?,tom read number0 books in may number1 in june and number2 in july . how many books did tom read ?,2 6 10,+ + number0 number1 number2,18.0,"[1, 2, 3, 5, 6, 7, 9, 10, 11, 17, 18, 19]",tom read number0 books in may number1 in june and number2 in july .,how many books did tom read ?
828, on a table there number0 green apples number1 red apples and number2 yellow apples . how many apples on the table ?,on a table there were number0 green apples number1 red apples and number2 yellow apples . how many apples were on the table ?,2 3 14,+ + number0 number1 number2,19.0,"[1, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 20, 21, 22]",on a table there were number0 green apples number1 red apples and number2 yellow apples .,how many apples were on the table ?
829, henry number0 new fireworks and his friend number1 if they already number2 from last year how many they now ?,henry bought number0 new fireworks and his friend bought number1 if they already had number2 saved from last year how many do they have now ?,2 3 6,+ + number0 number1 number2,11.0,"[1, 2, 3, 4, 8, 9, 10, 14, 15, 16, 22, 23, 24]",henry bought number0 new fireworks and his friend bought number1 if they already had number2 saved from last year,how many do they have now ?
830, during a sale a shoe store number0 pairs of sneakers number1 pairs of sandals and number2 pairs of boots . how many pairs of shoes the store sell ?,during a sale a shoe store sold number0 pairs of sneakers number1 pairs of sandals and number2 pairs of boots . how many pairs of shoes did the store sell ?,2 4 11,+ + number0 number1 number2,17.0,"[1, 6, 7, 8, 10, 11, 12, 15, 16, 17, 27, 28, 29]",during a sale a shoe store sold number0 pairs of sneakers number1 pairs of sandals and number2 pairs of boots .,how many pairs of shoes did the store sell ?
831, for halloween debby and her sister the candy they . debby number0 pieces of candy while her sister number1 if they number2 pieces the first night how many pieces they ?,for halloween debby and her sister combined the candy they received . debby had number0 pieces of candy while her sister had number1 if they ate number2 pieces the first night how many pieces do they have left ?,32 42 35,- + number0 number1 number2,39.0,"[1, 2, 35, 36, 37, 9, 13, 14, 15, 21, 22, 23, 26, 27, 28]",for halloween debby and her sister combined the candy they received . debby had number0 pieces of candy while her sister had number1 if they ate number2 pieces the first night,how many pieces do they have left ?
832, a pet store number0 siamese cats and number1 house cats . during a sale they number2 cats . how many cats they ?,a pet store had number0 siamese cats and number1 house cats . during a sale they sold number2 cats . how many cats do they have left ?,13 5 10,- + number0 number1 number2,8.0,"[1, 3, 4, 5, 6, 7, 8, 9, 16, 17, 18, 24, 25, 26]",a pet store had number0 siamese cats and number1 house cats . during a sale they sold number2 cats .,how many cats do they have left ?
833, oliver to number0 short sleeve shirts and number1 long shirts before school . if he only washed number2 of them by the time school how many he not ?,oliver had to wash number0 short sleeve shirts and number1 long sleeve shirts before school . if he had only washed number2 of them by the time school started how many did he not wash ?,39 47 20,- + number0 number1 number2,66.0,"[32, 33, 34, 3, 4, 5, 7, 8, 9, 10, 12, 20, 21, 22]",oliver had to wash number0 short sleeve shirts and number1 long sleeve shirts before school . if he had only washed number2 of them by the time school started,how many did he not wash ?
834, while on vacation debby number0 pictures at the zoo and number1 at the museum . if she later number2 of the pictures how many pictures from her vacation she still ?,while on vacation debby took number0 pictures at the zoo and number1 at the museum . if she later deleted number2 of the pictures how many pictures from her vacation did she still have ?,24 12 14,- + number0 number1 number2,22.0,"[32, 33, 4, 5, 6, 9, 10, 11, 12, 17, 19, 20, 21, 31]",while on vacation debby took number0 pictures at the zoo and number1 at the museum . if she later deleted number2 of the pictures,how many pictures from her vacation did she still have ?
835, faye and her mom carrots from their garden . faye number0 and her mother number1 if only number2 of the carrots good how many bad carrots they ?,faye and her mom were picking carrots from their garden . faye picked number0 and her mother picked number1 if only number2 of the carrots were good how many bad carrots did they have ?,23 5 12,- + number0 number1 number2,16.0,"[32, 33, 12, 13, 14, 17, 18, 19, 21, 22, 23, 31]",faye and her mom were picking carrots from their garden . faye picked number0 and her mother picked number1 if only number2 of the carrots were good,how many bad carrots did they have ?
836, at the schools book fair sam number0 adventure books and number1 mystery books . if number2 of the books how many new books he ?,at the schools book fair sam bought number0 adventure books and number1 mystery books . if number2 of the books were used how many new books did he buy ?,13 17 15,- + number0 number1 number2,15.0,"[6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 26, 27, 28]",at the schools book fair sam bought number0 adventure books and number1 mystery books . if number2 of the books were used,how many new books did he buy ?
837, amy number0 music files and number1 video files on her flash drive . if she number2 of the files how many files still on her flash drive ?,amy had number0 music files and number1 video files on her flash drive . if she deleted number2 of the files how many files were still on her flash drive ?,26 36 48,- + number0 number1 number2,14.0,"[1, 2, 3, 4, 5, 6, 7, 8, 15, 16, 17, 18, 27, 28, 29]",amy had number0 music files and number1 video files on her flash drive . if she deleted number2 of the files,how many files were still on her flash drive ?
838, paige number0 math problems and number1 science problems for homework . if she number2 of the problems at school how many problems she to for homework ?,paige had number0 math problems and number1 science problems for homework . if she finished number2 of the problems at school how many problems did she have to do for homework ?,43 12 44,- + number0 number1 number2,11.0,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 14, 15, 16, 28, 29, 30]",paige had number0 math problems and number1 science problems for homework . if she finished number2 of the problems at school,how many problems did she have to do for homework ?
839, edward his own lawn mowing business . in the spring he number0 dollars lawns and in the summer he number1 dollars . if he to number2 dollars supplies how much money he up with ?,edward started his own lawn mowing business . in the spring he made number0 dollars mowing lawns and in the summer he made number1 dollars . if he had to spend number2 dollars buying supplies how much money did he end up with ?,2 27 5,- + number0 number1 number2,24.0,"[32, 40, 41, 42, 12, 13, 14, 22, 23, 24, 30, 31]",edward started his own lawn mowing business . in the spring he made number0 dollars mowing lawns and in the summer he made number1 dollars . if he had to spend number2 dollars buying supplies,how much money did he end up with ?
840, while maria number0 green towels and number1 white towels . if she her mother number2 of them how many towels maria up with ?,while shopping maria bought number0 green towels and number1 white towels . if she gave her mother number2 of them how many towels did maria end up with ?,35 21 34,- + number0 number1 number2,22.0,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 13, 16, 17, 18, 25, 26, 27]",while shopping maria bought number0 green towels and number1 white towels . if she gave her mother number2 of them,how many towels did maria end up with ?
841, there number0 girls and number1 boys out for the schools basketball team . if only number2 of them back how many students n't the cut ?,there were number0 girls and number1 boys trying out for the schools basketball team . if only number2 of them got called back how many students did n't make the cut ?,17 32 10,- + number0 number1 number2,39.0,"[1, 2, 3, 4, 5, 6, 16, 17, 18, 28, 29, 30]",there were number0 girls and number1 boys trying out for the schools basketball team . if only number2 of them got called back,how many students did n't make the cut ?
842, a waiter at 'the greasy spoon ' restaurant number0 customers to on . during the lunch rush he another number1 customers . if number2 of the customers n't him a tip how many customers a tip ?,a waiter at 'the greasy spoon ' restaurant had number0 customers to wait on . during the lunch rush he added another number1 customers . if number2 of the customers did n't leave him a tip how many customers did leave a tip ?,39 12 49,- + number0 number1 number2,2.0,"[5, 40, 9, 10, 11, 12, 41, 42, 15, 22, 23, 24, 26, 27, 28]",a waiter at 'the greasy spoon ' restaurant had number0 customers to wait on . during the lunch rush he added another number1 customers . if number2 of the customers did n't leave him a tip,how many customers did leave a tip ?
843, the school cafeteria number0 red apples and number1 green apples for students lunches . but if only number2 students fruit how many the cafeteria end up with ?,the school cafeteria ordered number0 red apples and number1 green apples for students lunches . but if only number2 students wanted fruit how many extra did the cafeteria end up with ?,25 17 10,- + number0 number1 number2,32.0,"[3, 4, 5, 6, 7, 8, 9, 10, 17, 18, 19, 20, 28, 29, 30]",the school cafeteria ordered number0 red apples and number1 green apples for students lunches . but if only number2 students wanted fruit,how many extra did the cafeteria end up with ?
844, at the arcade jerry number0 tickets 'whack a mole ' and number1 tickets 'skee ball ' . if he number2 of his tickets on a hat how many tickets jerry ?,at the arcade jerry won number0 tickets playing 'whack a mole ' and number1 tickets playing 'skee ball ' . if he spent number2 of his tickets on a hat how many tickets does jerry have left ?,29 17 12,- + number0 number1 number2,34.0,"[34, 35, 4, 5, 6, 36, 11, 13, 14, 15, 16, 24, 25, 26]",at the arcade jerry won number0 tickets playing 'whack a mole ' and number1 tickets playing 'skee ball ' . if he spent number2 of his tickets on a hat,how many tickets does jerry have left ?
845, cody number0 dollars . for his birthday he number1 more dollars but spent number2 on a new game . how much money he now ?,cody had number0 dollars . for his birthday he got number1 more dollars but spent number2 on a new game . how much money does he have now ?,45 9 19,- + number0 number1 number2,35.0,"[1, 2, 3, 9, 10, 11, 12, 14, 15, 16, 25, 26, 27]",cody had number0 dollars . for his birthday he got number1 more dollars but spent number2 on a new game .,how much money does he have now ?
846, a chef only number0 apples so he number1 more bags . if each bag number2 apples how many apples he total ?,a chef only had number0 apples so he ordered number1 more bags . if each bag has number2 apples how many apples does he have total ?,3 2 9,+ * number1 number2 number0,21.0,"[3, 4, 5, 7, 8, 9, 10, 11, 14, 16, 17, 18, 23, 24, 25]",a chef only had number0 apples so he ordered number1 more bags . if each bag has number2 apples,how many apples does he have total ?
847, edward number0 dollars for every lawn he . if he number1 lawns and he already number2 dollars up how much money he total ?,edward earned number0 dollars for every lawn he mowed . if he mowed number1 lawns and he already had number2 dollars saved up how much money does he have total ?,8 5 7,+ * number1 number0 number2,47.0,"[1, 2, 3, 5, 11, 12, 13, 14, 18, 19, 20, 27, 28, 29]",edward earned number0 dollars for every lawn he mowed . if he mowed number1 lawns and he already had number2 dollars saved up,how much money does he have total ?
848, at a comic convention janet to number0 comics but each one number1 dollars plus it number2 to even in . how much money should she with her so she can in and what she ?,at a comic convention janet wanted to buy number0 comics but each one costs number1 dollars plus it costs number2 to even get in . how much money should she take with her so she can get in and buy what she wants ?,8 4 2,+ * number0 number1 number2,34.0,"[7, 8, 9, 40, 11, 41, 13, 14, 15, 42, 18, 19, 20]",at a comic convention janet wanted to buy number0 comics but each one costs number1 dollars plus it costs number2 to even get in .,how much money should she take with her so she can get in and buy what she wants ?
849, olivia number0 math problems to . she about number1 minutes on each problem and then she number2 minutes her answers . how many minutes she total ?,olivia had number0 math problems to complete . she spent about number1 minutes on each problem and then she spent number2 minutes checking her answers . how many minutes did she spend total ?,7 4 3,+ * number0 number1 number2,31.0,"[32, 1, 2, 3, 4, 5, 10, 11, 12, 14, 19, 20, 21, 30, 31]",olivia had number0 math problems to complete . she spent about number1 minutes on each problem and then she spent number2 minutes checking her answers .,how many minutes did she spend total ?
850, at band practice there number0 rows of students with number1 students in each row and then another number2 students in the back . how many students there total ?,at band practice there were number0 rows of students with number1 students in each row and then another number2 students in the back . how many students were there total ?,4 8 9,+ * number0 number1 number2,41.0,"[1, 4, 5, 6, 9, 10, 11, 13, 17, 18, 19, 27, 28, 29]",at band practice there were number0 rows of students with number1 students in each row and then another number2 students in the back .,how many students were there total ?
851, a lawn care company number0 lawnmower blade for $ number1 each . they also a spool of weed eater for $ number2 . how much money they on supplies ?,a lawn care company bought number0 lawnmower blade for $ number1 each . they also bought a spool of weed eater string for $ number2 . how much money did they spend on supplies ?,4 8 7,+ * number0 number1 number2,39.0,"[32, 33, 4, 5, 6, 7, 9, 10, 11, 23, 24, 31]",a lawn care company bought number0 lawnmower blade for $ number1 each . they also bought a spool of weed eater string for $ number2 .,how much money did they spend on supplies ?
852, while a game frank number0 enemies . each enemy him number1 points . then he another number2 points for the level . how many points he total ?,while playing a game frank defeated number0 enemies . each enemy earned him number1 points . then he got another number2 points for completing the level . how many points did he earn total ?,6 9 8,+ * number0 number1 number2,62.0,"[32, 1, 2, 33, 5, 6, 7, 9, 12, 13, 14, 19, 20, 21, 31]",while playing a game frank defeated number0 enemies . each enemy earned him number1 points . then he got another number2 points for completing the level .,how many points did he earn total ?
853, a baker number0 batches of chocolate chip cookies . each batch number1 cookies in it . then he an additional number2 oatmeal cookies just in case someone n't chocolate chip . how many cookies he total ?,a baker made number0 batches of chocolate chip cookies . each batch had number1 cookies in it . then he made an additional number2 oatmeal cookies just in case someone did n't want chocolate chip . how many cookies did he bake total ?,2 3 4,+ * number0 number1 number2,10.0,"[1, 2, 3, 4, 5, 40, 41, 10, 42, 12, 13, 14, 22, 23, 24, 25]",a baker made number0 batches of chocolate chip cookies . each batch had number1 cookies in it . then he made an additional number2 oatmeal cookies just in case someone did n't want chocolate chip .,how many cookies did he bake total ?
854, a florist to number0 pounds of fertilizer for number1 days and then on the final day use the normal amount plus another number2 pounds . how many pounds of fertilizer will she all together ?,a florist needed to use number0 pounds of fertilizer for number1 days and then on the final day use the normal amount plus another number2 pounds . how many pounds of fertilizer will she use all together ?,2 9 4,+ * number0 number1 number2,22.0,"[1, 34, 35, 4, 5, 6, 7, 36, 9, 10, 11, 23, 24, 25]",a florist needed to use number0 pounds of fertilizer for number1 days and then on the final day use the normal amount plus another number2 pounds .,how many pounds of fertilizer will she use all together ?
855, a report that each day the average youtube viewer watches number0 videos with each video number1 minutes . additionally they also number2 minutes of ads . to the report how many minutes total people on youtube ?,a report said that each day the average youtube viewer watches number0 videos with each video lasting number1 minutes . additionally they also watch number2 minutes of ads . according to the report how many minutes total do people spend on youtube ?,2 7 3,+ * number0 number1 number2,17.0,"[3, 4, 5, 39, 40, 41, 10, 11, 12, 14, 16, 17, 18, 23, 24, 25]",a report said that each day the average youtube viewer watches number0 videos with each video lasting number1 minutes . additionally they also watch number2 minutes of ads . according to the report,how many minutes total do people spend on youtube ?
856, adam number0 boxes of toys . each box number1 toys . later adam number2 more toys . how many toys he total ?,adam had number0 boxes of toys . each box had number1 toys . later adam bought number2 more toys . how many toys did he have total ?,8 6 5,+ * number0 number1 number2,53.0,"[1, 2, 3, 4, 5, 7, 9, 10, 11, 15, 16, 17, 18, 24, 25, 26]",adam had number0 boxes of toys . each box had number1 toys . later adam bought number2 more toys .,how many toys did he have total ?
857, edward spent $ number0 on a board game and then he number1 action figures for $ number2 each . how much money he on the game and figures ?,edward spent $ number0 on a board game and then he bought number1 action figures for $ number2 each . how much money did he spend on the game and figures ?,2 4 7,+ * number1 number2 number0,30.0,"[1, 2, 3, 4, 11, 12, 13, 14, 16, 17, 18, 28, 29, 30]",edward spent $ number0 on a board game and then he bought number1 action figures for $ number2 each .,how much money did he spend on the game and figures ?
858, a company a special on cell phones for $ number0 each . but only if you number1 dollars a month for number2 months . how much would it up you total if you number3 phone ?,a company was offering a special on cell phones for $ number0 each . but only if you spent number1 dollars a month for number2 months . how much would it end up costing you total if you bought number3 phone ?,2 7 4 1,+ * number1 number2 number0,30.0,"[38, 39, 40, 10, 11, 12, 18, 19, 20, 23, 24, 25]",a company was offering a special on cell phones for $ number0 each . but only if you spent number1 dollars a month for number2 months .,how much would it end up costing you total if you bought number3 phone ?
859, a grocery store number0 bottles of regular soda and number1 bottles of diet soda . how many bottles they total ?,a grocery store had number0 bottles of regular soda and number1 bottles of diet soda . how many bottles did they have total ?,49 35,+ number0 number1,84.0,"[1, 3, 4, 5, 9, 10, 11, 20, 21, 22]",a grocery store had number0 bottles of regular soda and number1 bottles of diet soda .,how many bottles did they have total ?
860, while a game sam number0 points . if he another number1 how many points would he total ?,while playing a game sam had number0 points . if he scored another number1 points how many points would he have total ?,92 3,+ number0 number1,95.0,"[2, 5, 6, 7, 11, 12, 13, 14, 19, 20, 21]",while playing a game sam had number0 points . if he scored another number1 points,how many points would he have total ?
861, in the first half of a trivia game kaleb number0 points . in the second half he number1 points . how many points he total ?,in the first half of a trivia game kaleb scored number0 points . in the second half he scored number1 points . how many points did he score total ?,43 23,+ number0 number1,66.0,"[1, 5, 9, 10, 11, 18, 19, 20, 26, 27, 28]",in the first half of a trivia game kaleb scored number0 points . in the second half he scored number1 points .,how many points did he score total ?
862, for a party henry number0 dollars on food and number1 dollars on drinks . how much total ?,for a party henry spent number0 dollars on food and number1 dollars on drinks . how much did henry spend total ?,45 33,+ number0 number1,78.0,"[4, 5, 6, 9, 10, 11, 18, 19, 20]",for a party henry spent number0 dollars on food and number1 dollars on drinks .,how much did henry spend total ?
863, a restaurant number0 sodas in the morning and number1 in the afternoon . how many sodas they total ?,a restaurant sold number0 sodas in the morning and number1 in the afternoon . how many sodas did they sell total ?,77 19,+ number0 number1,96.0,"[1, 2, 3, 4, 5, 8, 9, 10, 18, 19, 20]",a restaurant sold number0 sodas in the morning and number1 in the afternoon .,how many sodas did they sell total ?
864, bianca number0 minutes at school and number1 minutes at home . how many minutes she ?,bianca spent number0 minutes drawing at school and number1 minutes drawing at home . how many minutes total did she spend drawing ?,22 19,+ number0 number1,41.0,"[1, 2, 3, 7, 8, 9, 19, 20, 21]",bianca spent number0 minutes drawing at school and number1 minutes drawing at home .,how many minutes total did she spend drawing ?
865, there number0 people in line at lunch when number1 more got in line . how many people there total in line ?,there were number0 people in line at lunch when number1 more got in line . how many people were there total in line ?,61 22,+ number0 number1,83.0,"[1, 2, 3, 5, 8, 9, 10, 20, 21, 22]",there were number0 people in line at lunch when number1 more got in line .,how many people were there total in line ?
866, a fast food restaurant number0 small hotdogs and number1 large hotdogs . how many hotdogs they total ?,a fast food restaurant sold number0 small hotdogs and number1 large hotdogs . how many hotdogs did they sell total ?,58 21,+ number0 number1,79.0,"[1, 4, 5, 6, 7, 8, 9, 10, 11, 17, 18, 19]",a fast food restaurant sold number0 small hotdogs and number1 large hotdogs .,how many hotdogs did they sell total ?
867, henry $ number0 . later he some of his old toys and another $ number1 . how much money he total ?,henry had $ number0 . later he sold some of his old toys and got another $ number1 . how much money does he have total ?,54 2,+ number0 number1,56.0,"[1, 2, 3, 14, 16, 17, 23, 24, 25]",henry had $ number0 . later he sold some of his old toys and got another $ number1 .,how much money does he have total ?
868, an aquarium number0 fish in it . later they number1 fish . how many fish in the aquarium now ?,an aquarium had number0 fish in it . later they added number1 fish . how many fish are in the aquarium now ?,10 3,+ number0 number1,13.0,"[1, 2, 3, 4, 6, 10, 11, 12, 19, 20, 21]",an aquarium had number0 fish in it . later they added number1 fish .,how many fish are in the aquarium now ?
869, maria number0 sheets of paper in her desk and number1 more in her backpack . how many she total ?,maria had number0 sheets of paper in her desk and number1 more in her backpack . how many did she have total ?,50 41,+ number0 number1,91.0,"[1, 2, 3, 9, 10, 11, 19, 20, 21]",maria had number0 sheets of paper in her desk and number1 more in her backpack .,how many did she have total ?
870, on facebook debby number0 photos of her friends and number1 photos of her family . how many photos she total ?,on facebook debby had number0 photos of her friends and number1 photos of her family . how many photos did she have total ?,63 23,+ number0 number1,86.0,"[1, 3, 4, 5, 9, 10, 11, 20, 21, 22]",on facebook debby had number0 photos of her friends and number1 photos of her family .,how many photos did she have total ?
871, adam number0 dollars up . after some chores his mother him another number1 dollars . how much money he total ?,adam had number0 dollars saved up . after doing some chores his mother gave him another number1 dollars . how much money does he have total ?,79 13,+ number0 number1,92.0,"[1, 2, 3, 13, 15, 16, 17, 23, 24, 25]",adam had number0 dollars saved up . after doing some chores his mother gave him another number1 dollars .,how much money does he have total ?
872, debby number0 text messages before noon and another number1 after noon . how many text messages total ?,debby received number0 text messages before noon and another number1 after noon . how many text messages did debby receive total ?,21 18,+ number0 number1,39.0,"[1, 2, 3, 4, 6, 8, 9, 10, 18, 19, 20]",debby received number0 text messages before noon and another number1 after noon .,how many text messages did debby receive total ?
873, at the fair amy with number0 tickets and then number1 more . how many tickets amy total ?,at the fair amy started with number0 tickets and then bought number1 more . how many tickets did amy have total ?,33 21,+ number0 number1,54.0,"[1, 5, 6, 7, 10, 11, 12, 18, 19, 20]",at the fair amy started with number0 tickets and then bought number1 more .,how many tickets did amy have total ?
874, mike number0 cans to on monday and number1 more on tuesday . how many cans all together ?,mike collected number0 cans to recycle on monday and number1 more on tuesday . how many cans did mike collect all together ?,71 27,+ number0 number1,98.0,"[1, 2, 3, 5, 8, 9, 10, 19, 20, 21]",mike collected number0 cans to recycle on monday and number1 more on tuesday .,how many cans did mike collect all together ?
875, a baker already number0 cakes but number1 extra . how many cakes the baker ?,a baker already had number0 cakes but made number1 extra . how many cakes did the baker have total ?,78 9,+ number0 number1,87.0,"[1, 3, 4, 5, 6, 7, 8, 9, 16, 17, 18]",a baker already had number0 cakes but made number1 extra .,how many cakes did the baker have total ?
876, at the zoo zoe number0 pictures . if her sister another number1 how many they total ?,at the zoo zoe took number0 pictures . if her sister took another number1 pictures how many did they take total ?,67 17,+ number0 number1,84.0,"[3, 4, 5, 6, 12, 13, 14, 18, 19, 20]",at the zoo zoe took number0 pictures . if her sister took another number1 pictures,how many did they take total ?
877, at the arcade henry number0 tickets . later he number1 more tickets . how many tickets henry ?,at the arcade henry had won number0 tickets . later he won number1 more tickets . how many tickets did henry have total ?,58 40,+ number0 number1,98.0,"[1, 2, 4, 5, 6, 7, 11, 12, 13, 14, 20, 21, 22]",at the arcade henry had won number0 tickets . later he won number1 more tickets .,how many tickets did henry have total ?
878, katie number0 ds games and her friend number1 games . how many they ?,katie had number0 ds games and her friend had number1 games . how many do they have total ?,72 23,+ number0 number1,95.0,"[1, 2, 3, 4, 8, 9, 10, 15, 16, 17]",katie had number0 ds games and her friend had number1 games .,how many do they have total ?
879, sam basketball with his friend . sam number0 points and his friend number1 points . how many points they total ?,sam was playing basketball with his friend . sam scored number0 points and his friend scored number1 points . how many points did they score total ?,75 12,+ number0 number1,87.0,"[1, 5, 7, 9, 10, 11, 15, 16, 17, 23, 24, 25]",sam was playing basketball with his friend . sam scored number0 points and his friend scored number1 points .,how many points did they score total ?
880, while paul number0 push-ups in the morning and number1 more in the afternoon . how many push-ups total ?,while exercising paul did number0 push-ups in the morning and number1 more in the afternoon . how many push-ups did paul do total ?,59 38,+ number0 number1,97.0,"[1, 3, 4, 5, 9, 10, 11, 20, 21, 22]",while exercising paul did number0 push-ups in the morning and number1 more in the afternoon .,how many push-ups did paul do total ?
881, a farmer number0 seeds on wednesday and another number1 seeds on thursday . how many seeds he plant total ?,a farmer planted number0 seeds on wednesday and another number1 seeds on thursday . how many seeds did he plant total ?,20 2,+ number0 number1,22.0,"[1, 2, 3, 4, 5, 8, 9, 10, 18, 19, 20]",a farmer planted number0 seeds on wednesday and another number1 seeds on thursday .,how many seeds did he plant total ?
